symbol;twoHundredDayAverageChangePercent;fiftyTwoWeekLowChangePercent;averageAnalystRating;language;dividendYield;regularMarketDayRange;earningsTimestampEnd;epsForward;regularMarketDayHigh;twoHundredDayAverageChange;askSize;twoHundredDayAverage;bookValue;fiftyTwoWeekHighChange;marketCap;fiftyTwoWeekRange;fiftyDayAverageChange;exchangeDataDelayedBy;firstTradeDateMilliseconds;averageDailyVolume3Month;dividendRate;trailingAnnualDividendRate;fiftyTwoWeekChangePercent;fiftyTwoWeekLow;market;regularMarketVolume;quoteSourceName;messageBoardId;priceHint;exchange;sourceInterval;regularMarketDayLow;shortName;region;fiftyDayAverageChangePercent;fullExchangeName;earningsTimestampStart;financialCurrency;gmtOffSetMilliseconds;regularMarketOpen;regularMarketTime;regularMarketChangePercent;quoteType;trailingAnnualDividendYield;fiftyTwoWeekLowChange;averageDailyVolume10Day;fiftyTwoWeekHighChangePercent;typeDisp;trailingPE;tradeable;currency;sharesOutstanding;fiftyTwoWeekHigh;regularMarketPreviousClose;exchangeTimezoneName;bidSize;regularMarketChange;priceEpsCurrentYear;cryptoTradeable;fiftyDayAverage;epsCurrentYear;exchangeTimezoneShortName;customPriceAlertConfidence;marketState;regularMarketPrice;forwardPE;earningsTimestamp;ask;epsTrailingTwelveMonths;bid;triggerable;priceToBook;longName;prevName;nameChangeDate;ipoExpectedDate;underlyingSymbol
VWS.CO;-0.07527394;0.2553351;5.0;en-US;0.19;164.82 - 171.62;1707303540.0;0.3;171.62;-13.598907;0.0;180.6589;2.939;-50.39;168617000960.0;133.08 - 217.45;15.975601;0;957942000000;2413489.0;0.37;0.0;-5.090332;133.08;dk_market;1813285;Delayed Quote;finmb_36246;2;CPH;15;164.82;Vestas Wind Systems A/S;US;0.105739586;Copenhagen;1707303540.0;EUR;3600000;168.86;1699631974;-1.3580556;EQUITY;0.0;33.979996;2588781.0;-0.23173143;Equity;;False;DKK;1009320000.0;217.45;169.36;Europe/Copenhagen;0.0;-2.300003;-185.62222;False;151.0844;-0.9;CET;LOW;CLOSED;167.06;556.86664;1707303540.0;167.66;-4.48;167.06;False;56.842464;Vestas Wind Systems A/S;;;;
MAERSK-A.CO;-0.23924;0.02008239;;en-US;20.19;9855.0 - 10110.0;;;10110.0;-3114.875;0.0;13019.875;3334.123;-7035.0;162362753024.0;9710.0 - 16940.0;-2029.9004;0;946886400000;6148.0;2000.0;287.357;-33.92261;9710.0;dk_market;5148;Delayed Quote;finmb_875418;2;CPH;15;9855.0;A.P. Møller - Mærsk A A/S;US;-0.17008105;Copenhagen;;USD;3600000;10110.0;1699631979;-2.0276954;EQUITY;0.028423047;195.0;9911.0;-0.41528925;Equity;2.6680925;False;DKK;9869580.0;16940.0;10110.0;Europe/Copenhagen;0.0;-205.0;;False;11934.9;;CET;LOW;CLOSED;9905.0;;;9940.0;3712.39;9905.0;False;2.970796;A.P. Møller - Mærsk A/S;;;;
MAERSK-B.CO;-0.24451718;0.019183673;2.4;en-US;20.02;9916.0 - 10160.0;1707377400.0;2294.72;10160.0;-3232.6846;0.0;13220.685;3334.123;-7277.0;162361933824.0;9800.0 - 17265.0;-2124.3398;0;946886400000;23742.0;2000.0;287.357;-35.247974;9800.0;dk_market;24626;Delayed Quote;finmb_875418;2;CPH;15;9916.0;A.P. Møller - Mærsk B A/S;US;-0.17538641;Copenhagen;1707377400.0;USD;3600000;10150.0;1699631988;-1.8378379;EQUITY;0.028241474;188.0;42032.0;-0.42148855;Equity;2.6903415;False;DKK;6467990.0;17265.0;10175.0;Europe/Copenhagen;0.0;-187.0;2.0673866;False;12112.34;4831.22;CET;LOW;CLOSED;9988.0;4.3526006;1707377400.0;9988.0;3712.54;9982.0;False;2.9956903;A.P. Møller - Mærsk A/S;;;;
TEL.OL;-0.009243348;0.31107306;2.8;en-US;7.66;114.65 - 116.15;1707112800.0;7.28;116.15;-1.0715027;3019.0;115.9215;53.62;-20.099998;159030493184.0;87.6 - 134.95;-2.6829987;15;976003200000;1294078.0;8.8;9.4;16.883778;87.6;no_market;1088279;Delayed Quote;finmb_658535;2;OSL;15;114.65;TELENOR;US;-0.02282762;Oslo;1706680800.0;NOK;3600000;114.95;1699630093;-0.5197042;EQUITY;0.081420526;27.25;1078719.0;-0.14894405;Equity;21.710775;False;NOK;1384679936.0;134.95;115.45;Europe/Oslo;2305.0;-0.5999985;22.742573;False;117.533;5.05;CET;LOW;CLOSED;114.85;15.776098;1698217200.0;115.15;5.29;115.1;False;2.1419246;Telenor ASA;;;;
COLO-B.CO;-0.15480801;0.01189787;2.5;en-US;3.01;689.2 - 723.0;1707460200.0;26.38;723.0;-127.737976;0.0;825.138;77.001;-295.59998;156677881856.0;689.2 - 993.0;-49.328003;0;946800000000;247550.0;21.0;21.0;-21.83367;689.2;dk_market;315879;Delayed Quote;finmb_683131;2;CPH;15;689.2;Coloplast B A/S;US;-0.06605886;Copenhagen;1707460200.0;DKK;3600000;714.8;1699631972;-2.8690774;EQUITY;0.029247912;8.200012;237049.0;-0.29768378;Equity;31.442741;False;DKK;206660000.0;993.0;718.0;Europe/Copenhagen;0.0;-20.599976;29.905663;False;746.728;23.32;CET;LOW;CLOSED;697.4;26.436697;1707460200.0;697.4;22.18;694.8;False;9.057026;Coloplast A/S;;;;
ALFA.ST;-0.007115039;0.26636797;2.8;en-US;1.63;364.9 - 368.5;1707201000.0;19.7;368.5;-2.6335144;;370.1335;89.254;-36.200012;153219940352.0;290.2 - 403.7;-0.6180115;0;1021618800000;596315.0;6.0;6.0;22.174204;290.2;se_market;527326;Delayed Quote;finmb_419896;2;STO;15;364.9;Alfa Laval AB;US;-0.0016788406;Stockholm;1707201000.0;SEK;3600000;368.5;1699633798;-0.863235;EQUITY;0.016185595;77.29999;571133.0;-0.089670576;Equity;25.257732;False;SEK;413326016.0;403.7;370.7;Europe/Stockholm;;-3.2000122;21.81009;False;368.118;16.85;CET;LOW;CLOSED;367.5;18.654821;1707201000.0;367.1;14.55;366.9;False;4.1174626;Alfa Laval Corporate AB;;;;
DANSKE.CO;0.06812836;0.40783322;2.2;en-US;4.23;164.85 - 167.45;1706855400.0;23.25;167.45;10.546509;0.0;154.8035;196.357;-5.449997;142011170816.0;117.45 - 170.8;3.725006;0;973670400000;1166698.0;7.0;7.0;39.300762;117.45;dk_market;912956;Delayed Quote;finmb_558679;2;CPH;15;164.85;Danske Bank A/S;US;0.023047214;Copenhagen;1706855400.0;DKK;3600000;166.75;1699631983;-1.1360203;EQUITY;0.041853514;47.90001;1459949.0;-0.031908646;Equity;7.316372;False;DKK;858851968.0;170.8;167.25;Europe/Copenhagen;0.0;-1.8999939;7.2299957;False;161.625;22.87;CET;LOW;CLOSED;165.35;7.1118283;1706855400.0;165.45;22.6;165.35;False;0.8420887;Danske Bank A/S;;;;
GMAB.CO;-0.16595808;0.10893639;2.7;en-US;0.81;2145.0 - 2225.0;1699376400.0;89.15;2225.0;-428.40503;;2581.405;476.335;-1174.0;140624052224.0;1941.5 - 3327.0;-195.93994;0;972025200000;101747.0;;0.0;-29.317135;1941.5;dk_market;82850;Delayed Quote;finmb_665704;2;CPH;15;2145.0;Genmab A/S;US;-0.08341633;Copenhagen;1699376400.0;DKK;3600000;2197.0;1699631999;-1.9134396;EQUITY;0.0;211.5;153873.0;-0.35287046;Equity;33.00123;False;DKK;65315400.0;3327.0;2195.0;Europe/Copenhagen;;-42.0;31.901024;False;2348.94;67.49;CET;LOW;CLOSED;2153.0;24.150309;1699376400.0;2153.0;65.24;2153.0;False;4.5199285;Genmab A/S;;;;
NIBE-B.ST;-0.32295737;0.06694961;2.7;en-US;0.99;64.02 - 66.26;1700031600.0;2.95;66.26;-31.167953;0.0;96.50795;15.195;-60.810005;135116578816.0;61.24 - 126.15;-4.1980057;0;946886400000;5295067.0;0.65;0.65;-33.1218;61.24;se_market;3643858;Delayed Quote;finmb_4493208;2;STO;15;64.02;NIBE Industrier AB ser. B;US;-0.06036995;Stockholm;1700031600.0;SEK;3600000;66.0;1699633786;-2.506715;EQUITY;0.009698598;4.0999947;4088007.0;-0.48204523;Equity;26.031872;False;SEK;1782940032.0;126.15;67.02;Europe/Stockholm;0.0;-1.6800003;24.380594;False;69.538;2.68;CET;LOW;CLOSED;65.34;22.14915;1700031600.0;65.3;2.51;65.26;False;4.3000984;NIBE Industrier AB (publ);;;;
LATO-B.ST;-0.0025188953;0.14790289;2.7;en-US;1.99;207.1 - 211.6;1707723000.0;;211.6;-0.5252533;0.0;208.52525;59.988;-32.899994;132971905024.0;181.2 - 240.9;13.296997;0;946886400000;231132.0;3.7;3.7;-7.0183277;181.2;se_market;143911;Delayed Quote;finmb_2907922;2;STO;15;207.1;Latour, Investmentab. ser. B;US;0.06829374;Stockholm;1707723000.0;SEK;3600000;211.6;1699633786;-2.3015473;EQUITY;0.017379051;26.800003;242107.0;-0.13657117;Equity;22.151224;False;SEK;591686976.0;240.9;212.9;Europe/Stockholm;0.0;-4.899994;;False;194.703;;CET;LOW;CLOSED;208.0;;1707723000.0;208.3;9.39;208.0;False;3.4673603;Investment AB Latour (publ);;;;
ADE.OL;0.30723327;0.73807603;2.1;en-US;;107.0 - 108.7;1701064800.0;3.46;108.7;25.265251;;82.23475;7.087;-6.0999985;130803851264.0;61.85 - 113.6;11.558998;15;1554879600000;942190.0;;0.0;24.34933;61.85;no_market;1094697;Delayed Quote;finmb_599544498;2;OSL;15;107.0;ADEVINTA;US;0.12048028;Oslo;1700632800.0;EUR;3600000;107.2;1699629991;0.46728972;EQUITY;0.0;45.65;910267.0;-0.05369717;Equity;;False;NOK;1157520000.0;113.6;107.0;Europe/Oslo;;0.5;42.322834;False;95.941;2.54;CET;LOW;CLOSED;107.5;31.069365;1693463400.0;107.7;-17.59;107.5;False;15.168619;Adevinta ASA;;;;
INDU-C.ST;0.017975563;0.1746988;2.0;en-US;2.48;290.4 - 293.0;;;293.0;5.1650085;0.0;287.335;310.971;-13.200012;127176949760.0;249.0 - 305.7;3.9379883;0;946886400000;307381.0;7.25;7.25;8.857465;249.0;se_market;560266;Delayed Quote;finmb_142742;2;STO;15;290.4;Industrivärden, AB ser. C;US;0.01364694;Stockholm;;SEK;3600000;293.0;1699633772;-0.64537835;EQUITY;0.02462636;43.5;289303.0;-0.043179628;Equity;4.182156;False;SEK;174560000.0;305.7;294.4;Europe/Stockholm;0.0;-1.8999939;;False;288.562;;CET;LOW;CLOSED;292.5;;;292.7;69.94;292.3;False;0.9406021;AB Industrivärden (publ);;;;
INDU-A.ST;0.014425084;0.17060469;3.7;en-US;2.48;290.5 - 293.4;1706864400.0;27.08;293.4;4.156494;0.0;288.1435;310.971;-13.400024;127176794112.0;249.7 - 305.7;3.1419983;0;946886400000;153026.0;7.25;7.25;8.580982;249.7;se_market;494412;Delayed Quote;finmb_142742;2;STO;15;290.5;Industrivärden, AB ser. A;US;0.010866026;Stockholm;1706864400.0;SEK;3600000;293.4;1699633787;-0.747033;EQUITY;0.024617996;42.59999;205721.0;-0.043833904;Equity;4.180492;False;SEK;257339008.0;305.7;294.5;Europe/Stockholm;0.0;-2.2000122;;False;289.158;;CET;LOW;CLOSED;292.3;10.793943;1706864400.0;292.4;69.92;292.2;False;0.939959;AB Industrivärden (publ);;;;
ORSTED.CO;-0.45622453;0.18467738;2.6;en-US;4.59;279.0 - 294.0;1707116400.0;21.28;294.0;-246.49652;0.0;540.2965;136.438;-411.0;123507933184.0;248.0 - 704.8;-56.59601;0;1465455600000;1088305.0;13.5;13.5;-54.827797;248.0;dk_market;1625004;Delayed Quote;finmb_6492833;2;CPH;15;279.0;ORSTED A/S;US;-0.16152014;Copenhagen;1706598000.0;DKK;3600000;287.7;1699631988;4.8911037;EQUITY;0.048197072;45.799988;1825670.0;-0.5831442;Equity;;False;DKK;420380992.0;704.8;280.1;Europe/Copenhagen;0.0;13.699982;17.969418;False;350.396;16.35;CET;LOW;CLOSED;293.8;13.80639;1698843600.0;293.8;-49.71;293.9;False;2.153359;Ørsted A/S;;;;
NHY.OL;-0.120118596;0.06888028;2.8;en-US;9.34;60.52 - 62.14;1698129000.0;6.0;62.14;-8.261997;4100.0;68.782;50.895;-23.52;122151755776.0;56.62 - 84.04;-1.4560013;15;946886400000;3534528.0;5.65;5.65;-17.749388;56.62;no_market;2568639;Delayed Quote;finmb_292387;2;OSL;15;60.52;NORSK HYDRO;US;-0.023492984;Oslo;1698129000.0;NOK;3600000;61.64;1699630104;-2.763498;EQUITY;0.090777636;3.9000015;3384701.0;-0.27986673;Equity;19.273886;False;NOK;2018370048.0;84.04;62.24;Europe/Oslo;11.0;-1.7200012;11.59387;False;61.976;5.22;CET;LOW;CLOSED;60.52;10.086667;1698129000.0;60.58;3.14;60.58;False;1.1891148;Norsk Hydro ASA;;;;
CARL-A.CO;-0.23571779;0.035789475;;en-US;2.74;956.0 - 1000.0;;;1000.0;-303.48254;0.0;1287.4825;206.715;-536.0;116309786624.0;950.0 - 1520.0;-197.18005;0;946972800000;372.0;27.0;27.0;-15.536481;950.0;dk_market;421;Delayed Quote;finmb_5522640;2;CPH;15;956.0;Carlsberg A A/S;US;-0.1669348;Copenhagen;;DKK;3600000;998.0;1699631556;-1.6;EQUITY;0.027;34.0;564.0;-0.35263157;Equity;17.985743;False;DKK;33699300.0;1520.0;1000.0;Europe/Copenhagen;0.0;-16.0;;False;1181.18;;CET;LOW;CLOSED;984.0;;;1000.0;54.71;964.0;False;4.760177;Carlsberg A/S;;;;
CARL-B.CO;-0.18195526;0.0063663227;2.3;en-US;3.28;816.8 - 838.8;1707289200.0;58.84;838.8;-182.83502;0.0;1004.835;206.715;-326.0;116309712896.0;816.8 - 1148.0;-77.747986;0;946886400000;200825.0;27.0;27.0;-10.749186;816.8;dk_market;181024;Delayed Quote;finmb_5522640;2;CPH;15;816.8;Carlsberg B A/S;US;-0.08641085;Copenhagen;1707289200.0;DKK;3600000;835.6;1699631982;-1.106835;EQUITY;0.032483157;5.200012;229857.0;-0.2839721;Equity;15.03842;False;DKK;101155000.0;1148.0;831.2;Europe/Copenhagen;0.0;-9.200012;15.344409;False;899.748;53.57;CET;LOW;CLOSED;822.0;13.970088;1707289200.0;822.0;54.66;819.4;False;3.9764895;Carlsberg A/S;;;;
LUND-B.ST;-0.0057126847;0.06597464;3.0;en-US;0.89;459.9 - 467.6;1699527540.0;;467.6;-2.6549988;0.0;464.755;408.952;-48.69998;114600804352.0;433.5 - 510.8;4.4940186;0;946886400000;125015.0;4.0;4.0;-2.9405594;433.5;se_market;66806;Delayed Quote;finmb_876681;2;STO;15;459.9;Lundbergföretagen AB, L E ser.;US;0.009820716;Stockholm;1699527540.0;SEK;3600000;467.2;1699633772;-1.471214;EQUITY;0.008528785;28.600006;84177.0;-0.09534061;Equity;14.974076;False;SEK;152000000.0;510.8;469.0;Europe/Stockholm;0.0;-6.899994;;False;457.606;;CET;LOW;CLOSED;462.1;;1699527540.0;462.2;30.86;461.9;False;1.1299615;L E Lundbergföretagen AB (publ);;;;
STE-A.ST;-0.038032115;0.11821089;4.0;en-US;3.66;140.0 - 142.2;;0.66;142.2;-5.5350037;0.0;145.535;14.033;-34.399994;113437523968.0;125.2 - 174.4;-1.8159943;0;946886400000;1986.0;5.76;0.6;-14.110428;125.2;se_market;531;Delayed Quote;finmb_683733;2;STO;15;140.0;Stora Enso Oyj ser. A;US;-0.012805285;Stockholm;;EUR;3600000;142.2;1699633778;-1.5471146;EQUITY;0.0042194095;14.800003;1638.0;-0.19724768;Equity;18.494055;False;SEK;176242000.0;174.4;142.2;Europe/Stockholm;0.0;-2.199997;538.46155;False;141.816;0.26;CET;LOW;CLOSED;140.0;212.1212;;141.0;7.57;140.0;False;9.976484;Stora Enso Oyj;;;;
STE-R.ST;0.017092014;0.21328673;;en-US;4.16;137.8 - 141.7;;;141.7;2.3325043;0.0;136.4675;14.033;-24.59999;113437499392.0;114.4 - 163.4;2.0039978;0;946886400000;269424.0;5.76;0.6;-10.682112;114.4;se_market;255499;Delayed Quote;finmb_683733;2;STO;15;137.8;Stora Enso Oyj ser. R;US;0.014649535;Stockholm;;EUR;3600000;140.9;1699633780;-2.733002;EQUITY;0.0042046253;24.400002;187853.0;-0.15055074;Equity;18.311346;False;SEK;0.0;163.4;142.7;Europe/Stockholm;0.0;-3.899994;;False;136.796;;CET;LOW;CLOSED;138.8;;;139.0;7.58;138.8;False;9.890971;Stora Enso Oyj;;;;
VOLCAR-B.ST;-0.14550382;0.045040097;;en-US;;36.6 - 37.95;1706853600.0;;37.95;-6.4399986;;44.26;41.552;-21.18;113192239104.0;36.19 - 59.0;-4.122799;0;1635490800000;2223698.0;;0.0;-32.440155;36.19;se_market;2209924;Delayed Quote;finmb_378762903;2;STO;15;36.6;Volvo Car AB ser. B;US;-0.09829575;Stockholm;1706853600.0;SEK;3600000;37.4;1699633779;-0.44749138;EQUITY;0.0;1.6300011;2394729.0;-0.35898307;Equity;9.069544;False;SEK;2979520000.0;59.0;37.99;Europe/Stockholm;;-0.17000198;;False;41.9428;;CET;LOW;CLOSED;37.82;;1706853600.0;37.94;4.17;37.89;False;0.91018486;Volvo Car AB (publ.);;;;
SCA-B.ST;0.08543827;0.22593321;2.4;en-US;1.6;154.0 - 156.3;1706511600.0;5.73;156.3;12.279251;0.0;143.72075;138.418;-6.5;110140211200.0;127.25 - 162.5;5.550995;0;946886400000;1313463.0;2.5;2.5;12.67606;127.25;se_market;964037;Delayed Quote;finmb_420144;2;STO;15;154.0;Svenska Cellulosa AB SCA ser. B;US;0.036896188;Stockholm;1706166000.0;SEK;3600000;156.05;1699633798;-0.51020604;EQUITY;0.015943877;28.75;1070442.0;-0.04;Equity;26.943005;False;SEK;637761024.0;162.5;156.8;Europe/Stockholm;0.0;-0.80000305;31.38833;False;150.449;4.97;CET;LOW;CLOSED;156.0;27.22513;1698393600.0;156.05;5.79;156.0;False;1.1270211;Svenska Cellulosa Aktiebolaget SCA (publ);;;;
SCA-A.ST;0.08551558;0.22378708;;en-US;1.6;154.2 - 156.4;;;156.4;12.320999;0.0;144.079;138.418;-6.200012;110140162048.0;127.8 - 162.6;5.8279877;0;969346800000;7158.0;2.5;2.5;11.874104;127.8;se_market;6481;Delayed Quote;finmb_420144;2;STO;15;154.2;Svenska Cellulosa AB SCA ser. A;US;0.03870565;Stockholm;;SEK;3600000;156.4;1699633783;-0.38216949;EQUITY;0.015923567;28.59999;4778.0;-0.038130455;Equity;27.012089;False;SEK;64582000.0;162.6;157.0;Europe/Stockholm;0.0;-0.6000061;;False;150.572;;CET;LOW;CLOSED;156.4;;;156.2;5.79;155.8;False;1.1299108;Svenska Cellulosa Aktiebolaget SCA (publ);;;;
8TRA.ST;0.009577057;0.4165043;;en-US;3.73;215.6 - 220.0;;;220.0;2.0679932;;215.932;32.178;-25.0;108999999488.0;153.9 - 243.0;-5.095993;0;1561705200000;57952.0;8.14;0.7;33.414936;153.9;se_market;42382;Delayed Quote;finmb_575130752;2;STO;15;215.6;TRATON SE;US;-0.022842154;Stockholm;;EUR;3600000;219.8;1699633791;-0.8189277;EQUITY;0.0031847132;64.100006;33690.0;-0.10288066;Equity;3.862509;False;SEK;500000000.0;243.0;219.8;Europe/Stockholm;;-1.800003;;False;223.096;;CET;LOW;CLOSED;218.0;;;218.0;56.44;217.8;False;6.7748146;Traton SE;;;;
LIFCO-B.ST;0.028637214;0.28735635;2.7;en-US;0.82;214.8 - 218.9;1706855400.0;6.73;218.9;6.080246;0.0;212.31975;33.0;-23.800003;98746720256.0;169.65 - 242.2;21.718994;0;1416556800000;299361.0;1.8;1.8;18.986654;169.65;se_market;175517;Delayed Quote;finmb_5462429;2;STO;15;214.8;Lifco AB ser.B;US;0.11042751;Stockholm;1706855400.0;SEK;3600000;216.7;1699633779;0.45998162;EQUITY;0.008279669;48.75;279862.0;-0.09826591;Equity;31.744184;False;SEK;423836000.0;242.2;217.4;Europe/Stockholm;0.0;1.0;32.355556;False;196.681;6.75;CET;LOW;CLOSED;218.4;32.451706;1706855400.0;218.3;6.88;218.1;False;6.6181817;Lifco AB (publ);;;;
MOWI.OL;0.02441496;0.2830832;2.1;en-US;3.83;187.7 - 189.9;1699426800.0;15.97;189.9;4.4830017;0.0;183.617;6.749;-17.699997;97268580352.0;146.6 - 205.8;1.5090027;15;946886400000;761646.0;7.2;0.655;21.159422;146.6;no_market;687496;Delayed Quote;finmb_884283;2;OSL;15;187.7;MOWI;US;0.008087221;Oslo;1699426800.0;EUR;3600000;189.6;1699629924;-0.86956203;EQUITY;0.0034519103;41.5;754807.0;-0.086005814;Equity;19.371782;False;NOK;517111008.0;205.8;189.75;Europe/Oslo;0.0;-1.6499939;12.954545;False;186.591;14.52;CET;LOW;CLOSED;188.1;11.778335;1699426800.0;188.35;9.71;188.25;False;27.870796;Mowi ASA;;;;
TELIA.ST;-0.025952999;0.1477598;2.9;en-US;8.31;23.95 - 24.39;1706248800.0;1.71;24.39;-0.64159966;0.0;24.7216;15.402;-5.710001;95864889344.0;20.98 - 29.79;0.76059914;0;960879600000;12752627.0;2.0;2.0;-18.813217;20.98;se_market;8754378;Delayed Quote;finmb_4058367;2;STO;15;23.95;Telia Company AB;US;0.03261658;Stockholm;1706248800.0;SEK;3600000;24.34;1699633782;-1.2305138;EQUITY;0.082034454;3.1000004;9813959.0;-0.19167508;Equity;;False;SEK;3932110080.0;29.79;24.38;Europe/Stockholm;0.0;-0.29999924;17.576643;False;23.3194;1.37;CET;LOW;CLOSED;24.08;14.081871;1706248800.0;24.06;-3.9;24.04;False;1.5634333;Telia Company AB (publ);;;;
NZYM-B.CO;0.043686733;0.24945374;2.5;en-US;2.97;342.6 - 348.2;1706785140.0;13.14;348.2;14.361511;0.0;328.7385;52.278;-89.399994;95058599936.0;274.6 - 432.5;42.446014;0;974707200000;568589.0;10.2;6.0;-17.10558;274.6;dk_market;538108;Delayed Quote;finmb_904817;2;CPH;15;342.6;Novozymes B A/S;US;0.14117895;Copenhagen;1706785140.0;DKK;3600000;346.3;1699631999;-1.5212364;EQUITY;0.017221585;68.5;621037.0;-0.20670518;Equity;29.67993;False;DKK;223314000.0;432.5;348.4;Europe/Copenhagen;0.0;-5.299988;30.362831;False;300.654;11.3;CET;LOW;CLOSED;343.1;26.11111;1706785140.0;344.1;11.56;343.1;False;6.56299;Novozymes A/S;;;;
YAR.OL;-0.12626371;0.02822467;2.8;en-US;15.1;364.3 - 369.5;1707462000.0;39.97;369.5;-52.64502;180.0;416.945;28.038;-133.1;92796682240.0;354.3 - 497.4;-25.54602;15;1080201600000;453065.0;55.0;5.583;-21.571583;354.3;no_market;311669;Delayed Quote;finmb_9235643;2;OSL;15;364.3;YARA INTERNATIONAL;US;-0.06552849;Oslo;1707462000.0;USD;3600000;369.5;1699629900;-1.9116871;EQUITY;0.015032311;10.0;370849.0;-0.26759148;Equity;14.490851;False;NOK;254726000.0;497.4;371.4;Europe/Oslo;643.0;-7.100006;15.521943;False;389.846;23.47;CET;LOW;CLOSED;364.3;9.114335;1707462000.0;365.0;25.14;364.7;False;12.99308;Yara International ASA;;;;
VAR.OL;0.1917788;0.4588574;1.9;en-US;13.62;34.64 - 35.43;1698134400.0;5.53;35.43;5.6916733;;29.678326;0.411;-2.9799995;88298020864.0;24.245 - 38.35;1.7869987;15;1644998400000;6692733.0;4.82;0.443;0.9417772;24.245;no_market;2120383;Delayed Quote;finmb_20670212;2;OSL;15;34.64;;US;0.05321141;Oslo;1698134400.0;USD;3600000;34.64;1699629971;1.2017115;EQUITY;0.01267525;11.124998;3708042.0;-0.07770534;Equity;8.112385;False;NOK;2496410112.0;38.35;34.95;Europe/Oslo;;0.41999817;10.342105;False;33.583;3.42;CET;LOW;CLOSED;35.37;6.3960214;1698134400.0;35.37;4.36;35.34;False;86.05839;Vår Energi AS;;;;
ALIV-SDB.ST;0.060189363;0.34242508;;en-US;2.84;1022.5 - 1046.0;;8.33;1046.0;58.958008;0.0;979.542;29.405;-83.5;87388012544.0;773.6 - 1122.0;-17.079956;0;946886400000;164773.0;29.5;2.64;13.696087;773.6;se_market;107310;Delayed Quote;finmb_361581;2;STO;15;1022.5;Autoliv Inc. SDB;US;-0.016180636;Stockholm;;USD;3600000;1040.0;1699633789;-1.1423131;EQUITY;0.0025130892;264.90002;139640.0;-0.074420676;Equity;19.683474;False;SEK;84148304.0;1122.0;1050.5;Europe/Stockholm;0.0;-12.0;;False;1055.58;;CET;LOW;CLOSED;1038.5;124.66987;;1038.0;52.76;1037.0;False;35.317123;Autoliv, Inc.;;;;
TRYG.CO;-0.028928308;0.12081341;1.9;en-US;5.27;140.1 - 142.0;1706164200.0;8.9;142.0;-4.1869965;0.0;144.737;64.607;-29.59999;87240089600.0;125.4 - 170.15;5.848999;0;1129273200000;717742.0;7.4;7.15;-14.220322;125.4;dk_market;419715;Delayed Quote;finmb_6441186;2;CPH;15;140.1;Tryg A/S;US;0.043422088;Copenhagen;1706164200.0;DKK;3600000;140.25;1699631971;0.14249872;EQUITY;0.050944068;15.150002;472317.0;-0.1739641;Equity;23.542715;False;DKK;620705024.0;170.15;140.35;Europe/Copenhagen;0.0;0.19999695;19.49376;False;134.701;7.21;CET;LOW;CLOSED;140.55;15.792136;1706164200.0;140.7;5.97;140.55;False;2.1754608;Tryg A/S;;;;
GJF.OL;-0.0108484775;0.13422818;2.3;en-US;4.88;168.7 - 170.6;1706076000.0;11.55;170.6;-1.8535004;1181.0;170.8535;43.353;-28.699997;84495941632.0;149.0 - 197.7;7.2079926;15;1291968000000;352857.0;8.25;8.25;-13.907284;149.0;no_market;129731;Delayed Quote;finmb_4497069;2;OSL;15;168.7;GJENSIDIGE FORSIKRING;US;0.04455098;Oslo;1706076000.0;NOK;3600000;169.4;1699629911;-0.35377717;EQUITY;0.048643865;20.0;259924.0;-0.14516944;Equity;15.67718;False;NOK;499976000.0;197.7;169.6;Europe/Oslo;963.0;-0.6000061;18.988766;False;161.792;8.9;CET;LOW;CLOSED;169.0;14.632034;1706076000.0;169.4;10.78;169.2;False;3.8982308;Gjensidige Forsikring ASA;;;;
SKF-B.ST;-0.031039305;0.16100353;3.1;en-US;3.83;180.95 - 184.95;1706684400.0;17.09;184.95;-5.8557434;0.0;188.65575;122.686;-34.699997;84425818112.0;157.45 - 217.5;2.7160034;0;946886400000;1389712.0;7.0;7.0;0.46715736;157.45;se_market;905281;Delayed Quote;finmb_248270;2;STO;15;180.95;SKF, AB ser. B;US;0.015081869;Stockholm;1706684400.0;SEK;3600000;184.55;1699633790;-1.4289533;EQUITY;0.037746023;25.350006;1419268.0;-0.15954022;Equity;12.50342;False;SEK;425967008.0;217.5;185.45;Europe/Stockholm;0.0;-2.649994;10.4696455;False;180.084;17.46;CET;LOW;CLOSED;182.8;10.696314;1706684400.0;182.55;14.62;182.45;False;1.4899826;AB SKF (publ);;;;
SKF-A.ST;-0.029221369;0.15365236;;en-US;3.82;181.4 - 184.8;;;184.8;-5.514496;0.0;188.7145;122.686;-34.300003;84425703424.0;158.8 - 217.5;3.2279968;0;946886400000;7480.0;7.0;7.0;0.3285885;158.8;se_market;7425;Delayed Quote;finmb_248270;2;STO;15;181.4;SKF, AB ser. A;US;0.017936105;Stockholm;;SEK;3600000;184.6;1699633796;-0.86580414;EQUITY;0.03787879;24.399994;16336.0;-0.15770116;Equity;12.51366;False;SEK;29383900.0;217.5;184.8;Europe/Stockholm;0.0;-1.6000061;;False;179.972;;CET;LOW;CLOSED;183.2;;;182.8;14.64;182.2;False;1.493243;AB SKF (publ);;;;
